Generation Loss_Best Loss_Average_Half
949 6869.79 6908.92
950 6869.79 6920.29
951 6869.79 6941.97
952 6869.79 6948.05
953 6869.79 6992.31
954 6869.79 6996.77
955 6869.79 7000.48
956 6869.79 6960.79
957 6869.79 6984.56
958 6869.79 6974.3
959 6869.79 6971.26
960 6869.79 6943.65
961 6869.79 6925.52
962 6869.79 6904.27
963 6869.79 6880.84
964 6869.79 6898.71
965 6869.79 6904.33
966 6869.79 6938.79
967 6869.79 6961.5
968 6869.79 6952.4
969 6869.79 6930.82
970 6869.79 6891.18
971 6869.79 6938.87
972 6869.79 6951.89
973 6869.79 6971.8
974 6869.79 6996.35
975 6869.79 6952.89
976 6869.79 6934.39
977 6869.79 6972.81
978 6859.52 6939.37
979 6859.52 6955.16
980 6859.52 7015.69
981 6859.52 7096.11
982 6859.52 7068.82
983 6859.52 7090.17
984 6859.52 7078.04
985 6859.52 7070.39
986 6859.52 7022.49
987 6859.52 6980.69
988 6859.52 6932.09
989 6859.52 6948.1
990 6859.52 6942.65
991 6859.52 6957.64
992 6859.52 6923
993 6859.52 6923.19
994 6859.52 6907.73
995 6859.52 6932.59
996 6859.52 6917.1
997 6859.52 6907.4
998 6859.52 6889.3
999 6859.52 6908.64
1000 6859.52 6923.03
